ID,Name,Win,Loss,Draw,height,stance,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg
1113,Frank Gomez,10,6,0,5' 10,1,1.52,48,0.79,66,1.14,60,70,0.8
1114,Ulysses Gomez,9,5,0,5' 6,1,2.72,25,3.57,68,0,0,0,0
1115,Joey Gomez,6,2,0,5' 10,1,2.44,28,4.46,55,0.62,100,50,0
1116,Luis Gomez,4,1,0,5' 7,1,1.57,33,4.03,55,4.48,50,33,0
1117,Joey Gomez,7,1,0,5' 10,1,3.73,49,3.33,50,2,28,0,0
1118,Edson Gomez,6,2,0,5' 8,2,2.66,32,8.78,45,0,0,0,0
1119,Silvana Gomez Juarez,11,5,0,5' 3,1,4.26,32,4.04,61,0,0,30,0
1120,Takanori Gomi,35,14,0,5' 7,3,3.81,41,3.52,60,1.23,65,63,0.8
1121,William Gomis,14,2,0,6' 0,3,2.69,50,1.6,71,0.78,37,70,0.5
1122,Akihiro Gono,35,21,8,5' 7,2,2.18,48,2.67,63,1.01,84,46,0.5
1123,Gabriel Gonzaga,17,11,0,6' 2,1,2.12,45,2.94,57,2.8,39,66,1.1
1124,Justin Gonzales,6,0,0,5' 9,1,6.67,80,0.87,43,14,73,100,0
1125,Fernando Gonzalez,26,14,0,5' 9,3,4.47,47,4.03,65,0.86,33,43,1.4
1126,Nick Gonzalez,17,12,0,5' 6,1,0.59,20,2.35,33,0,0,50,0
1127,Fabian Gonzalez,2,1,0,5' 10,0,3.9,48,4.39,51,0,0,66,0
1128,Lewis Gonzalez,11,3,0,5' 10,1,1.4,37,1.87,41,2,33,62,0
1129,Jason Gonzalez,11,5,0,6' 2,3,3.06,39,3.13,58,0,0,30,1
1130,Pearl Gonzalez,6,3,0,5' 4,1,2.23,37,4.07,57,1.04,11,0,0.5
1131,Mikey Gonzalez,7,2,0,5' 11,1,0.91,16,14.55,11,0,0,0,0
1132,Erick Gonzalez,14,8,0,5' 11,1,2.4,36,8.08,40,6,55,50,0
1133,Lyman Good,21,6,0,6' 0,1,5.34,48,4.01,63,0.27,100,75,0
1134,Jared Gooden,23,10,0,6' 0,1,4.4,48,6.74,45,0.91,45,65,0.4
1135,Gary Goodridge,23,22,1,6' 3,1,1.84,56,2.14,48,0.4,100,53,0.8
1136,Eddie Gordon,8,4,0,6' 0,1,2.03,32,2.57,60,1.93,83,63,0
1137,Jared Gordon,20,7,0,5' 9,1,5.75,55,3.97,56,1.78,31,62,0
1138,Tebaris Gordon,3,1,0,6' 1,1,3.53,16,49.41,22,0,0,0,0
1139,Malcolm Gordon,14,8,0,5' 7,2,2.5,45,2,43,1.72,35,26,1
1140,Tresean Gore,6,2,0,6' 0,2,3,54,5.88,47,3.46,75,83,1.7
1141,Alex Gorgees,6,1,0,6' 2,2,0.67,32,2.27,38,0,0,54,0
1142,Themba Gorimbo,14,5,0,6' 1,1,3.15,61,1.09,56,4.81,65,82,0.6
1143,Tim Gorman,9,4,0,5' 5,3,2.73,31,5.57,46,1,9,33,0
1144,Chase Gormley,14,6,0,6' 3,1,3.6,42,6.03,44,3.12,42,0,1
1145,Jonathan Goulet,23,12,0,6' 0,1,1.61,41,2.01,46,4.17,70,45,0.6
1146,Thibault Gouti,12,5,0,5' 10,1,3.68,34,5.64,50,1.23,80,83,0.3
1147,Wilson Gouveia,14,8,0,6' 1,1,3.02,39,4.06,56,0.9,66,57,2.2
1148,Todd Gouwenberg,9,5,0,6' 1,1,0.52,23,2.93,42,1.57,33,50,0
1149,Damian Grabowski,20,5,0,6' 1,1,4,36,7.65,51,0,0,0,0
1150,Royce Gracie,15,2,3,6' 1,3,0.88,41,1.13,37,0,0,66,0.8
1151,Crosley Gracie,2,2,0,5' 9,1,1.69,37,1.54,60,3.46,85,50,0.6
1152,Daniel Gracie,5,4,1,6' 2,1,1.9,38,1.33,59,0.36,100,80,2.1
1153,Ralph Gracie,6,1,0,5' 9,1,0.86,37,1.72,31,0,0,25,4
1154,Renzo Gracie,13,7,1,5' 10,1,1.71,41,1.67,55,1.13,20,40,0.8
1155,Rodrigo Gracie,6,2,1,6' 0,1,1.34,51,0.86,46,1.49,50,75,0.4
1156,Ryan Gracie,5,2,0,5' 9,1,0.82,61,0.5,40,2.83,75,25,0.9
1157,Ralek Gracie,3,1,0,6' 2,1,1.61,46,1.05,55,2.5,75,0,1.7
1158,Rolles Gracie,8,4,0,6' 4,1,2.3,32,3.38,55,2.3,10,0,0
1159,Cesar Gracie,0,1,0,5' 10,1,0,0,17.14,50,0,0,0,0
1160,Roger Gracie,8,2,0,6' 4,1,1.78,35,1.79,61,1.87,53,60,1.9
1161,Igor Gracie,5,4,0,5' 11,0,1.86,60,0.99,50,3.72,50,0,3.7
1162,Neiman Gracie,6,0,0,6' 0,0,0.77,100,0.38,75,5.77,100,0,5.8
1163,Kron Gracie,5,3,0,5' 9,3,2.95,42,5.73,51,0.35,25,0,0.7
1164,Bogdan Grad,15,2,0,5' 8,1,6.35,47,10.25,49,2.75,42,0,0
1165,Scott Graham,3,1,0,6' 4,1,0.91,42,2.27,28,0,0,0,0
1166,Miranda Granger,7,3,0,5' 7,1,2.79,47,2.57,57,0,0,33,0
1167,TJ Grant,21,5,0,5' 10,1,3.95,54,3.21,56,1.63,43,36,0.6
1168,Davey Grant,16,7,0,5' 8,1,5.25,44,3.89,55,1.14,40,61,0.2
1169,Dwight Grant,11,6,0,6' 1,2,3.29,36,2.66,60,0.61,100,66,0
1170,Alexa Grasso,16,4,1,5' 5,1,4.19,41,3.69,58,0.44,40,54,0.7
1171,Tony Gravely,23,9,0,5' 5,1,3.82,48,4.47,44,5.4,41,52,0.3
1172,Michael Graves,6,0,1,5' 10,1,1.25,54,1.47,58,4.8,52,66,0.4
1173,Shelton Graves,7,3,0,6' 2,3,2.19,69,0.81,33,4.86,57,0,0
1174,James Gray,4,1,0,5' 9,1,2.61,50,18.26,44,0,0,0,0
1175,Kevin Gray,9,4,0,5' 4,1,3.45,62,4.48,66,0,0,0,0
1176,Sam Greco,3,1,1,6' 2,1,2.4,75,1.33,53,0,0,25,1
1177,King Green,32,16,1,5' 10,1,6.43,53,3.73,62,1.23,39,74,0.3
1178,Desmond Green,23,8,0,5' 10,3,3.7,46,2.51,69,1.62,50,75,0
1179,Gabe Green,11,5,0,5' 10,2,6.28,45,6.95,47,0.83,50,53,0.3
1180,Maurice Greene,9,7,0,6' 7,1,3.28,45,3.61,45,0,0,27,0.4
1181,Matt Grice,15,5,0,5' 8,1,4.09,53,2.69,56,2.19,37,82,0.5
1182,Forrest Griffin,19,7,0,6' 3,1,4.38,36,2.81,61,1.05,48,57,0.7
1183,Tyson Griffin,16,8,0,5' 6,1,3.71,41,2.3,65,1.87,46,59,0.9
1184,Max Griffin,20,11,0,5' 11,1,3.75,48,3.66,58,1.37,40,69,0.3
1185,Jordan Griffin,18,9,0,5' 10,3,2.52,46,3.02,50,1.45,35,42,1.9
1186,Chad Griggs,11,3,0,6' 1,1,2.67,50,2.22,46,1.51,66,41,0
1187,Charalampos Grigoriou,8,5,0,5' 7,1,2.62,48,3.97,46,2.62,80,90,0
1188,Chuck Grigsby,23,10,0,6' 6,1,0.71,16,3.29,46,0,0,66,0
1189,Rodrigo Gripp de Sousa,7,9,0,5' 11,1,0.48,23,4.81,52,0,0,0,9.6
1190,Maxim Grishin,32,10,2,6' 3,1,3.26,52,2.27,58,0.21,16,66,0
1191,Josh Grispi,14,5,0,5' 11,1,1.44,41,3.71,50,1.97,36,16,2.2
1192,Garrett Gross,11,7,0,5' 9,1,2.39,45,1.67,46,0,0,52,0
1193,Kendall Grove,23,17,0,6' 6,1,2.31,41,2.4,54,0.49,45,56,1.7
1194,Neil Grove,12,8,1,6' 6,1,0,0,0,0,0,0,100,14.3
1195,Chris Gruetzemacher,15,5,0,5' 8,1,6.18,57,4.96,52,0.21,50,65,0
1196,Vik Grujic,6,6,0,5' 11,1,2.24,48,3.39,41,1.18,33,26,0.4
1197,Mike Grundy,12,4,0,5' 7,1,2.09,45,4.45,56,4.06,28,50,0.4
1198,Wang Guan,20,1,1,5' 9,1,4.73,43,3.27,60,0,0,0,0
1199,Nandor Guelmino,11,5,1,6' 3,0,3.62,56,3.16,33,0,0,42,0
1200,Fabricio Guerreiro,21,5,0,5' 10,0,1.87,31,2.2,67,2,50,0,0
1201,Rainn Guerrero,5,2,0,5' 6,1,0.65,33,0.87,50,3.27,100,0,0
1202,Shannon Gugerty,15,7,0,5' 10,1,1.25,39,1.88,58,2.13,27,50,3.4
1203,Clay Guida,38,22,0,5' 7,1,2.63,33,3,61,3.1,35,66,0.6
1204,Jason Guida,19,28,0,5' 10,0,1.87,40,3.33,52,1,14,50,1
1205,Melvin Guillard,32,18,2,5' 9,1,2.96,40,1.85,66,1.3,63,61,0.2
1206,Chris Guillen,13,16,0,6' 0,1,0.82,27,1.91,36,0,0,0,0
1207,Marcelo Guimaraes,9,2,1,6' 0,1,4.67,51,4.41,62,1.99,13,0,0
1208,Leonardo Guimaraes,11,5,0,6' 0,1,2.35,56,2.99,44,0,0,52,1
1209,John Gunderson,35,16,2,5' 9,1,1.04,27,1.71,58,1.67,33,11,2
1210,John Gunther,5,1,0,5' 9,1,1.65,37,3.72,46,7.08,42,0,0
1211,Jorge Gurgel,14,10,0,5' 7,1,3.37,32,3.62,62,0.81,23,60,0.5
1212,Luis Gurule,10,0,0,5' 5,1,7,50,4.27,58,0,0,50,0
1213,Bogdan Guskov,17,3,0,6' 3,1,3.96,55,3.22,43,0,0,57,1.2
1214,Gugun Gusman,8,4,0,5' 7,1,0.88,27,6.18,41,0,0,33,0
1215,Andre Gusmao,6,3,0,6' 0,1,2.79,43,3.28,60,0,0,60,0
1216,Alexander Gustafsson,18,8,0,6' 5,1,4.03,40,3.53,51,1.53,39,83,0.4
1217,Andreas Gustafsson,11,2,0,6' 1,1,4.56,77,3.12,43,3.6,66,100,0
1218,Justin Guthrie,18,9,0,6' 1,0,0.16,33,3.74,14,2.44,25,0,4.9
1219,Horacio Gutierrez,4,3,0,5' 10,0,0.86,26,2.91,46,0,0,50,0
1220,Chris Gutierrez,21,6,2,5' 9,1,4.72,59,2.64,64,0.26,30,71,0.1
1221,Mando Gutierrez,7,2,0,5' 6,3,0.8,75,1.33,50,1,100,40,1
1222,Mike Guymon,15,6,1,6' 0,1,2.75,65,0.79,66,1.87,37,54,1.2
1223,Chelsea Hackett,3,1,1,5' 4,2,2.58,51,4.85,46,0,0,57,0
1224,Cody Haddon,8,1,0,5' 7,1,9.2,51,3.47,64,2.48,37,83,0.8
1225,Jake Hadley,11,4,0,5' 7,3,3.8,43,4.16,61,0.33,11,54,1.1
1226,Damir Hadzovic,14,8,0,5' 9,1,3.36,48,3.26,62,0.78,55,34,0.2
1227,Bassil Hafez,9,4,1,5' 11,1,3.71,38,5.68,41,2.21,24,50,0
1228,Tim Hague,21,13,0,6' 4,1,2.79,47,4.14,46,1.72,33,85,0.9
1229,Yazan Hajeh,6,1,0,5' 9,1,1.54,25,17.44,44,0,0,100,0
1230,Kevin Haley,6,4,0,6' 2,0,0.87,59,0.87,64,3,100,0,2
1231,Uriah Hall,18,11,0,6' 0,1,3.23,48,3.85,54,0.54,38,64,0.1
1232,Ryan Hall,9,2,0,5' 10,3,2.38,50,1.33,65,0.22,9,0,2.2
1233,Dennis Hallman,53,20,2,5' 9,1,1.12,44,1.96,43,1.79,30,25,2.1
1234,Piotr Hallmann,18,6,0,5' 9,1,3.98,45,3.17,58,2.55,44,70,0.4
1235,Brandon Halsey,9,3,0,6' 0,0,1.74,47,0.87,65,4.98,53,100,1.2
1236,John Halverson,16,8,0,5' 9,3,2.94,43,5.29,47,0,0,66,2
1237,Seo Hee Ham,17,8,0,5' 2,3,4.2,39,5.15,61,0,0,66,0.2
1238,Kazuhiro Hamanaka,5,7,1,6' 0,3,1.7,37,0.91,60,0,0,50,0
1239,Rami Hamed,13,3,0,6' 1,1,3.87,51,3.4,50,0,0,50,0
1240,Matt Hamill,12,8,0,6' 1,1,3.69,42,3.8,61,3,34,91,0
1241,Anthony Hamilton,15,9,0,6' 5,1,3.91,65,3.02,45,2.62,42,78,0
1242,CJ Hamilton,11,4,0,5' 7,2,2.47,31,3.93,58,0,0,62,0
1243,Jared Hamman,14,6,0,6' 3,1,5.15,42,3.93,55,1.57,46,30,0
1244,James Hammortree,6,3,0,6' 3,1,1.93,30,4.13,44,2,50,100,1
1245,Dean Hancock,2,1,0,0,0,7.97,63,1.94,67,1.71,33,75,1.7
1246,Chad Hanekom,9,3,0,6' 4,1,0.73,47,1.47,33,0,0,71,1
1247,Joachim Hansen,23,14,1,5' 7,3,2.01,43,2.04,58,2.21,58,34,1.9
1248,Kay Hansen,7,6,0,5' 2,1,3.01,50,3.19,51,1.83,22,37,0.8
1249,Nasrat Haqparast,17,5,0,5' 10,3,6.15,44,5.65,62,0.28,20,84,0
1250,Shin Haraguchi,8,2,0,5' 5,2,2.02,63,1.84,43,12.32,51,0,0
1251,Antoni Hardonk,8,6,0,6' 4,1,3.4,61,3.07,46,0,0,40,0.9
1252,George Hardwick,12,2,0,5' 10,1,3.6,38,4.6,71,0,0,83,0
1253,Dan Hardy,25,10,0,6' 0,1,2.46,35,3.44,51,0.73,35,35,0.4
1254,Veronica Hardy,9,5,1,5' 4,3,3.12,45,3.48,49,0.93,41,55,0.3
1255,Greg Hardy,7,5,0,6' 5,1,4.79,50,3.31,55,0.2,33,64,0
1256,Scott Harper,12,7,0,6' 0,1,1.3,54,4.98,47,3.25,100,0,0
1257,Gerald Harris,23,5,0,5' 11,3,1.41,29,1.58,62,2.96,54,72,0
1258,Phil Harris,22,12,0,5' 4,1,2.34,26,3.16,68,1.76,21,60,0
1259,Walt Harris,13,10,0,6' 5,3,3.05,39,3.33,54,0.29,28,70,0.1
1260,Trevor Harris,2,2,0,5' 6,0,1.73,50,0.43,75,0,0,50,6.5
1261,Carlston Harris,19,7,0,6' 0,1,3.79,43,3.46,54,1.46,22,55,0.6
1262,Kayla Harrison,18,1,0,5' 8,3,4.87,64,1.19,64,2.75,30,100,0.7
1263,Collin Hart,6,3,1,6' 1,1,6.33,44,7.53,51,2,16,50,0
1264,Joey Hart,6,2,0,6' 3,1,4.53,34,4.53,45,0,0,40,0
1265,Dale Hartt,6,3,0,5' 10,1,1.14,35,1.55,66,1.22,100,25,2.5
1266,Clay Harvison,13,6,0,6' 1,1,3.29,48,3.91,58,0.66,100,68,1.3
1267,Chris Haseman,20,17,0,5' 11,1,0.93,70,4.67,28,0,0,40,2
1268,Takayo Hashi,15,6,1,5' 4,1,2.84,26,6.56,61,0,0,0,0
1269,Tomohiko Hashimoto,1,4,0,6' 0,1,0,0,11.67,30,0,0,0,0
1270,Justin Haskins,7,6,0,5' 10,1,1.51,33,2.65,54,1.62,40,52,0.8
1271,Hayder Hassan,6,3,0,5' 10,0,2.11,46,3.16,48,0,0,25,0
1272,Ahmad Hassanzada,12,3,0,6' 1,1,3.16,39,4.42,38,2.43,19,0,1.2
1273,Daiki Hata,17,11,7,5' 6,1,1.44,39,1.42,55,0.67,100,35,0.7
1274,John Hathaway,17,2,0,6' 1,1,3.4,40,1.8,62,2.61,43,60,0.9
1275,Phil Hawes,12,6,0,6' 0,1,5.33,59,3.72,55,2.11,34,90,0.2
1276,Justin Hawes,6,9,0,5' 11,0,0,0,3.41,37,0,0,0,0
1277,Del Hawkins,22,17,0,5' 5,1,1.15,27,2.01,46,0,0,0,0
1278,Tommy Hayden,11,3,0,5' 9,3,1.48,27,2.05,55,3.42,33,66,0
1279,Mike Hayes,20,12,2,6' 4,1,4.87,55,1.47,77,0,0,75,4
1280,Josh Haynes,14,11,0,5' 9,1,1.25,22,4.03,52,0.94,18,42,0
1281,Dustin Hazelett,12,7,0,6' 1,1,2.24,40,3.51,46,0.55,50,25,4.1
1282,James Head,9,4,0,6' 1,1,2.75,48,3.11,49,0.41,100,66,0.8
1283,Pat Healy,34,23,0,6' 0,1,2.57,36,2.57,50,3.08,37,55,1.1
1284,Ryan Healy,25,14,1,6' 1,1,1.67,35,3,38,3,50,40,1
1285,David Heath,18,7,0,5' 11,1,1.48,30,5.16,49,0.33,50,57,1
1286,Chris Heatherly,9,4,0,5' 9,1,1.08,45,2.67,52,3.39,50,100,0.7
1287,Jake Hecht,11,4,0,6' 0,1,3.26,47,2.76,56,2.04,37,40,0
1288,Nick Hein,14,5,0,5' 6,3,2.65,35,3.61,59,0.86,33,83,0
1289,Ian Heinisch,14,5,0,5' 11,1,3.25,50,2.98,59,1.02,17,59,0.7
1290,Marcin Held,23,7,0,5' 9,1,1.41,34,2.02,47,2.46,46,37,1.3
1291,Delson Heleno,29,10,0,5' 11,1,0.69,75,4.83,19,0,0,0,0
1292,Dan Henderson,32,15,0,5' 11,1,2.44,47,2.7,51,1.52,52,57,0.3
1293,Benson Henderson,24,7,0,5' 9,3,2.93,45,1.79,63,2.4,45,63,0.8
1294,Ron Henderson,4,3,0,5' 10,0,2.53,25,3.6,48,1,20,0,0
1295,Josh Hendricks,19,11,0,6' 2,3,0.98,20,11.8,29,0,0,0,0
1296,Johny Hendricks,18,8,0,5' 9,3,3.49,45,3.99,53,3.83,46,63,0.3
1297,Cory Hendricks,3,1,0,6' 3,2,3.13,39,4.07,42,0,0,100,0
1298,Luis Henrique,10,5,0,6' 2,1,1.81,43,2.22,47,3.09,36,50,1
1299,Jose Henrique,5,1,0,6' 3,1,3.45,43,5.79,38,0,0,0,0
1300,Diego Henrique da Silva,8,4,0,6' 2,1,2.53,57,3.27,30,0,0,63,0
1301,Danny Henry,12,4,0,6' 0,1,5.2,51,4.16,45,0.74,33,50,2.2
1302,Victor Henry,24,7,0,5' 7,2,7.66,53,5.48,47,0.84,36,84,0.4
1303,TJ Hepburn,4,2,0,5' 7,0,0.73,37,0.13,81,2,40,60,0
1304,Jai Herbert,13,5,1,6' 1,1,3.16,42,3.37,52,0.5,23,59,0
1305,Ed Herman,27,16,0,6' 1,1,3.31,48,3.71,42,1.96,47,59,1
1306,Dave Herman,22,6,0,6' 4,1,4.98,60,3.78,48,1.49,100,58,0
1307,Jack Hermansson,24,8,0,6' 1,1,5.09,44,3.69,56,1.53,30,80,0.4
1308,Ramiro Hernandez,19,9,0,5' 9,1,2.72,28,5.51,64,0,0,0,0
1309,Alexander Hernandez,15,8,0,5' 9,1,4.43,41,4.61,57,0.95,29,71,0.1
1310,Anthony Hernandez,13,2,0,6' 0,1,4.9,63,2.88,46,6.64,44,65,2.3
1311,Nohelin Hernandez,9,4,0,5' 10,1,1.32,34,2.63,52,0.71,50,37,0
1312,Carlos Hernandez,10,4,0,5' 8,1,3.9,45,3.43,50,1.6,21,67,0.2
1313,Leslie Hernandez,4,2,0,5' 3,1,3.6,58,2.53,55,0,0,54,0
1314,Chris Herrera,3,2,1,5' 10,0,2.04,37,3.35,48,1.8,100,100,0
1315,Geane Herrera,9,3,0,5' 5,1,1.51,31,5.07,52,0.83,37,38,0.6
1316,Alvaro Herrera Mendoza,9,6,0,6' 0,1,1.89,38,3.4,55,0,0,33,1.1
1317,Felice Herrig,14,10,0,5' 4,1,3.84,37,5.19,48,1.08,28,75,0.8
1318,Heath Herring,28,16,0,6' 4,1,2.37,50,1.77,54,1.22,50,32,0.7
1319,Clint Hester,11,6,0,6' 2,1,3.36,42,3.44,56,1.02,35,60,0
1320,Brandon Hester,3,0,0,6' 1,0,3.53,53,0.4,68,4,80,0,0
1321,Jimy Hettes,11,3,0,5' 9,3,3.47,57,3.5,57,5.2,44,61,1.4
1322,Conor Heun,9,5,0,5' 10,1,2.92,36,3.66,54,2.45,31,33,0.3
1323,Marcus Hicks,10,4,0,5' 6,3,1.42,43,3.06,61,2.7,53,25,4
1324,Jay Hieron,23,7,0,6' 0,1,1.66,32,1.89,61,4.05,60,66,1
1325,Brady Hiestand,9,2,0,5' 8,1,2.7,50,3.75,51,4.8,46,42,1.1
1326,Lee Higgins,2,1,0,0,0,1.02,26,3.68,40,0,0,0,0
1327,Jason High,21,6,0,5' 8,3,1.28,42,1.56,48,2.36,63,37,2.8
1328,Richie Hightower,8,4,0,5' 8,1,4.62,35,6.92,21,3.46,100,100,0
1329,Alex Higley,4,3,0,5' 10,0,0.29,100,1.74,60,0,0,0,0
1330,Corey Hill,6,9,0,6' 4,1,3.57,46,1.61,70,3.02,80,100,0
1331,Isaiah Hill,5,7,1,5' 10,0,4.84,50,0.97,80,0,0,66,14.5
1332,Angela Hill,17,14,0,5' 3,1,5.46,49,4.93,61,0.76,32,74,0.1
1333,Tyler Hill,8,2,0,6' 3,2,3.64,39,5.33,47,0,0,0,0
1334,Jamahal Hill,12,3,0,6' 4,3,7.05,53,4.02,45,0,0,73,0
1335,Kailan Hill,4,1,0,6' 1,3,2.6,53,4.8,37,3,42,0,0
1336,Branden Lee Hinkle,17,11,0,6' 3,1,2.61,69,3.91,26,4.34,57,66,4.3
1337,Hatsu Hioki,29,10,2,5' 11,1,2.42,42,2.12,65,2.55,56,54,0.6
1338,Kuniyoshi Hironaka,23,9,0,5' 10,1,1.98,40,3.01,54,1.91,30,25,0.6
1339,Mizuto Hirota,18,10,2,5' 7,1,3.36,40,3.5,54,1.36,50,58,0.1
1340,An Tuan Ho,6,1,0,5' 6,2,4.14,37,4.97,33,0,0,0,0
1341,Kwan Ho Kwak,9,2,0,5' 5,2,3.29,41,3.45,47,0.78,100,26,0
1342,Matt Hobar,9,3,0,5' 10,3,3.23,42,4.27,52,3.66,44,50,0
1343,Bobby Hoffman,36,10,1,6' 2,1,2.02,70,1.32,19,1.17,50,0,1.2
1344,Chris Hofmann,9,2,0,6' 0,1,4.78,45,4.63,35,3.42,42,0,0
1345,Sam Hoger,10,4,0,6' 2,1,1.07,25,2.25,57,1.12,38,29,1.3
1346,Andrew Holbrook,12,3,0,5' 11,3,2.2,49,3,54,0.85,18,10,2.1
1347,Sean Holden,5,2,0,5' 10,0,2.4,59,0.6,59,5,83,0,2
1348,Chris Holdsworth,6,0,0,5' 11,0,1.85,29,1.94,58,3.38,62,100,2
1349,Kevin Holland,26,13,0,6' 3,1,4.22,49,3.22,50,0.82,38,53,0.6
1350,Roger Hollett,13,5,0,5' 11,1,1.83,47,6.47,34,1,28,30,0
1351,Max Holloway,26,8,0,5' 11,1,7.16,47,4.76,59,0.25,53,83,0.3
1352,Gabrielle Holloway,6,5,0,5' 3,0,0.7,42,3.07,34,3,35,16,1
1353,Jeremie Holloway,8,3,0,6' 0,0,0.81,50,0.51,79,0,0,0,0
1354,Holly Holm,15,7,0,5' 8,3,3.13,40,2.92,55,0.87,30,76,0.1
1355,Rex Holman,4,2,0,6' 3,3,2.75,34,7.25,40,0,0,100,0
1356,Joseph Holmes,8,4,0,6' 4,1,2.88,53,3.08,54,1.49,40,50,0.8
1357,Kurt Holobaugh,22,8,0,5' 11,1,4.63,45,4.35,47,0.76,33,42,0.8
1358,Paddy Holohan,12,2,1,5' 10,1,2.13,46,2.81,46,2.88,47,71,1.3
1359,Mark Holst,12,6,0,6' 0,1,0.25,19,1.67,47,0.76,100,60,2.3
1360,Scott Holtzman,14,6,0,5' 9,1,4.32,47,3.66,55,1.88,56,67,0.2
1361,Sabah Homasi,11,8,0,6' 0,1,4.98,48,6.91,47,2.8,50,66,0
1362,Mark Hominick,20,12,0,5' 8,1,4.08,42,4.18,69,0.25,66,71,0.9
1363,Barb Honchak,10,4,0,5' 4,1,4.04,30,4.67,66,0,0,0,1.3
1364,Chris Honeycutt,9,1,0,5' 10,0,2.99,44,1.41,66,3.4,45,75,0
1365,JunYoung Hong,13,8,1,5' 9,1,2.1,39,2.3,48,0,0,35,0
1366,SeongChan Hong,9,2,0,5' 7,1,6.57,55,8.76,47,0,0,0,0
1367,Lorenzo Hood,14,5,0,6' 3,3,2.64,61,4.66,11,0,0,100,0
1368,Dan Hooker,24,12,0,6' 0,2,5.03,48,4.72,51,0.73,34,78,0.3
1369,Chase Hooper,15,3,1,6' 1,3,4.97,52,3.26,37,1.83,27,57,2.4
1370,Darrell Horcher,13,4,0,5' 10,3,2.05,44,4.21,39,0.35,50,47,0.7
1371,Yoshinori Horie,8,2,0,5' 8,1,2.76,49,5.65,48,0,0,0,0
1372,Kyoji Horiguchi,19,2,0,5' 5,1,3.6,45,2.45,62,2,44,55,0
1373,Yuma Horiuchi,9,5,0,5' 6,2,3.73,30,5,35,2,16,0,2
1374,Jeremy Horn,91,22,5,6' 1,1,1.19,39,1.99,55,1.83,38,29,1.1
1375,Chris Horodecki,21,7,1,5' 9,1,4.59,41,3.16,65,1.52,55,37,0.9
1376,Jamey-Lyn Horth,7,2,0,5' 7,1,2.72,51,2.58,60,1,36,72,0.2
1377,Matt Horwich,30,25,1,6' 1,1,1.11,62,2.16,38,0.33,9,28,2.7
1378,John Hosman,18,8,1,5' 10,3,1.11,38,1.52,45,0,0,46,0
1379,Jeff Hougland,10,6,0,5' 7,1,1.86,48,3.46,47,0.86,18,0,1.1
1380,Brian Houston,4,6,0,6' 2,1,1.9,35,3.67,53,0.95,100,87,0
1381,John Howard,24,13,0,5' 7,1,2.15,50,3.08,51,2.7,49,53,0.4
1382,Shane Howell,13,10,0,5' 8,1,1.27,32,2.55,42,0,0,20,0
1383,Hu Yaozong,3,3,0,6' 3,1,3.35,48,5.09,35,0,0,33,0.4
1384,Carlos Huachin,10,5,1,5' 4,3,2.1,21,4.8,50,0,0,66,0
1385,Brady Huang,11,2,0,5' 9,1,4.62,37,10.77,30,0,0,0,0
1386,Austin Hubbard,17,8,0,5' 10,1,4.12,43,3.92,57,1.54,34,67,0
1387,Collin Huckbody,8,2,0,6' 3,1,2.05,60,2.73,42,10.23,100,0,20.4
1388,Alex Huddleston,6,2,0,6' 7,0,2.47,42,2.59,67,0,0,0,0.9
1389,Roger Huerta,23,9,1,5' 9,1,3.64,36,2.33,56,2.13,46,52,0.5
1390,Matt Hughes,45,9,0,5' 9,2,2.14,53,1.36,53,2.95,50,35,1.2
1391,Mark Hughes,6,2,0,5' 9,3,0.9,47,0.4,42,3,50,0,4.5
1392,Jeff Hughes,10,4,0,6' 2,1,3.95,51,3.67,60,0.71,50,45,0
1393,Sam Hughes,9,6,0,5' 5,1,4.33,46,4.46,56,0.85,30,60,0
1394,Victor Hugo,25,5,0,5' 7,1,3.27,44,2.95,56,0.81,33,73,1.2
1395,Abongo Humphrey,7,3,0,5' 11,1,1.45,40,3.83,46,1.41,37,33,3.8
1396,Harry Hunsucker,7,6,0,6' 2,1,3.54,52,6.53,42,0,0,0,2
1397,Mark Hunt,13,14,1,5' 10,1,2.81,43,2.9,51,0.51,55,64,0.2
1398,Joe Hurley,12,5,0,5' 8,0,1.12,45,3.35,56,0,0,20,0
1399,Solomon Hutcherson,11,7,0,5' 11,3,2.59,39,2.59,64,3.53,100,0,0
1400,Al Iaquinta,14,7,1,5' 10,1,4.06,40,4.53,61,0.63,18,74,0.2
1401,Khadis Ibragimov,8,4,0,6' 3,1,3.55,49,4.26,47,0.97,30,80,0.3
1402,Dan Ige,18,9,0,5' 7,1,3.66,45,3.5,56,0.99,26,57,0.2
1403,Sergey Ignatov,0,1,0,5' 9,1,0.35,50,3.25,42,0,0,0,0
1404,Fabiano Iha,9,5,0,5' 8,1,1.73,47,2.49,42,2.88,40,50,2.9
1405,Seichi Ikemoto,21,19,5,5' 11,1,2.59,32,3.74,57,1.23,26,60,0
1406,Mikhail Iloukhine,30,11,1,5' 9,1,0.16,20,2.95,26,0,0,0,7
1407,Zelim Imadaev,8,3,0,6' 0,1,2.91,36,4.35,43,0.38,50,60,0
1408,Yusuke Imamura,2,6,0,5' 8,1,0.18,50,1.83,52,2.75,50,0,0
