Fighter1_ID,Fighter2_ID,Winner_ID,Method,Round
1716,2451,1716,"Decision (unanimous) (29–28, 29–28, 30–27)",3
3129,2049,3129,"Decision (unanimous) (30–26, 30–26, 30–25)",3
2029,3439,3439,Submission (arm-triangle choke),2
904,2155,2155,Submission (armbar),1
1102,3335,1102,"Decision (unanimous) (30–25, 30–24, 29–27)",3
569,3537,3537,TKO (punches),2
291,1298,291,"Decision (unanimous) (29–28, 29–28, 29–28)",3
1490,1962,1490,KO (punch),3
3461,3163,3461,TKO (punches),3
3554,196,196,TKO (punches),2
2637,284,2637,TKO (punches),3
213,844,844,"Decision (unanimous) (29–28, 29–28, 29–28)",3
3286,3414,3286,"Decision (unanimous) (30–27, 30–27, 30–27)",3
2979,3207,3207,KO (punch),1
2553,422,2553,Submission (north-south choke),3
1178,1593,1593,"Decision (unanimous) (29–28, 29–28, 30–27)",3
2597,232,2597,"Decision (unanimous) (30–27, 30–27, 30–27)",3
2836,1892,1892,Submission (rear-naked choke),2
2074,840,840,TKO (punches),2
1346,1146,1146,TKO (punches),1
2498,2161,2498,"Decision (unanimous) (49–46, 48–46, 48–46)",5
1932,1170,1170,"Decision (split) (28–29, 29–28, 29–28)",3
2557,1519,2557,TKO (punches),1
365,206,206,KO (knee),1
902,95,95,"Decision (split) (28–29, 29–28, 29–28)",3
3079,2475,2475,"Decision (split) (28–29, 29–28, 29–28)",3
1307,2898,1307,TKO (punches),1
2373,2828,2373,KO (punches),1
377,3610,3610,Submission (kimura),1
1501,604,604,NC (overturned),3
3589,1898,3589,"Decision (unanimous) (50–45, 49–46, 49–46)",5
1536,906,1536,TKO (knees),3
524,1723,1723,"Decision (unanimous) (29–28, 29–28, 29–28)",3
2332,1923,2332,KO (punches),1
1700,1635,1700,TKO (punches),1
210,3130,3130,"Decision (unanimous) (29–28, 29–27, 30–26)",3
2123,2370,2370,Submission (guillotine choke),3
954,1567,1567,"Decision (unanimous) (30–27, 30–27, 30–27)",3
662,40,40,"Decision (unanimous) (29–28, 29–28, 29–28)",3
385,2936,385,"Decision (split) (29–28, 28–29, 29–28)",3
1069,3524,3524,Submission (arm-triangle choke),3
856,282,856,"Decision (split) (29–28, 28–29, 29–28)",3
655,3444,655,"Decision (split) (29–28, 28–29, 29–28)",3
75,2677,2677,"Decision (unanimous) (29–28, 30–26, 30–27)",3
1133,3664,3664,"Decision (split) (30–27, 28–29, 30–27)",3
2249,107,107,KO (punches),1
1694,2349,2349,KO (punch),2
1149,2938,2938,"Decision (unanimous) (30–27, 30–26, 30–27)",3
1586,320,1586,"Decision (unanimous) (30–27, 30–27, 29–28)",3
1579,3421,3421,Submission (armbar),1
39,1492,39,KO (punches),1
2466,419,419,"Decision (unanimous) (30–26, 30–26, 29–28)",3
2476,3468,3468,"Decision (unanimous) (29–28, 29–28, 30–27)",3
2262,2537,2537,KO (punches),1
3586,449,449,"Decision (unanimous) (30–27, 30–27, 29–28)",3
929,2615,929,KO (elbows),1
1943,1453,1943,"Decision (unanimous) (29–28, 29–28, 29–28)",3
633,2754,2754,KO (punches),1
2187,3567,3567,"Decision (unanimous) (30–27, 30–27, 30–27)",3
2689,2246,2689,KO (punches),2
2904,2413,2413,Submission (rear-naked choke),3
3497,323,323,KO (slam and punches),1
3262,1301,1301,"Decision (unanimous) (29–28, 29–28, 29–26)",3
1480,2150,1480,"Decision (unanimous) (30–27, 30–27, 30–25)",3
1764,3036,3036,TKO (punches and elbows),2
3545,2730,3545,"Decision (unanimous) (48–47, 48–47, 48–47)",5
2384,3529,2384,"Decision (majority) (28–28, 29–28, 29–28)",3
313,2363,313,"Decision (unanimous) (30–27, 30–27, 30–27)",3
2497,2081,2497,"Decision (unanimous) (30–27, 30–27, 30–27)",3
2994,981,981,Submission (guillotine choke),2
394,2344,2344,Submission (rear-naked choke),2
1708,455,1708,TKO (punches),3
2041,2844,2844,TKO (punches),2
2045,2184,2184,"Decision (unanimous) (29–28, 29–28, 30–27)",3
3111,3498,3111,"Decision (unanimous) (30–27, 30–27, 29–28)",3
1092,321,1092,KO (punches),2
540,1751,1751,Technical Submission (rear-naked choke),1
322,1296,322,TKO (head kick and punches),2
1625,1317,1317,"Decision (unanimous) (30–26, 30–26, 29–27)",3
553,2640,2640,TKO (punches),1
2032,1058,2032,"Decision (unanimous) (29–28, 29–28, 29–28)",3
3016,2461,3016,"Decision (majority) (28–28, 29–28, 29–27)",3
1203,1641,1203,"Decision (unanimous) (29–28, 29–26, 30–26)",3
2097,3430,3430,"Decision (unanimous) (29–28, 30–27, 30–27)",3
2168,891,891,"Decision (unanimous) (30–27, 29–28, 29–28)",3
1370,2545,1370,"Decision (split) (29–28, 28–29, 29–28)",3
1137,2584,1137,TKO (punches),2
1946,499,1946,"Decision (unanimous) (29–28, 29–28, 29–28)",3
3114,1616,1616,TKO (punches),1
1354,608,1354,KO (head kick and punch),3
145,3351,3351,"Decision (unanimous) (29–28, 28–27, 29–27)",3
1604,628,628,"Decision (unanimous) (30–25, 30–26, 30–27)",3
780,2784,780,"Decision (unanimous) (30–27, 30–27, 29–28)",3
3334,1120,3334,Submission (rear-naked choke),1
161,1259,1259,TKO (punches and elbows),1
830,443,443,TKO (doctor stoppage),2
1784,451,1784,"Decision (unanimous) (29–27, 28–27, 29–27)",3
1341,768,768,TKO (punches),1
1478,1419,1419,"Decision (unanimous) (30–26, 30–26, 30–26)",3
2565,1610,2565,"Decision (unanimous) (29–28, 29–28, 29–28)",3
1397,1780,1397,TKO (punches),4
1368,2449,1368,KO (knee),2
666,669,666,KO (punches),1
859,2274,2274,Submission (rear-naked choke),1
1339,3459,3459,"Decision (unanimous) (30–27, 30–27, 30–27)",3
2512,391,2512,KO (punches),1
1529,3122,1529,"Decision (unanimous) (29–28, 29–28, 29–28)",3
2147,2126,2147,"Decision (unanimous) (30–25, 30–27, 30–27)",3
1676,2381,2381,"Decision (split) (29–28, 28–29, 29–28)",3
1470,49,49,"Decision (unanimous) (30–27, 30–27, 30–27)",3
1351,48,1351,TKO (punches),3
1030,1659,1030,Submission (rear-naked choke),1
261,1935,261,"Decision (unanimous) (29–28, 29–28, 29–28)",3
616,203,616,TKO (punches),2
2973,2033,2033,TKO (punches),2
169,2145,169,"Decision (split) (28–29, 29–28, 30–27)",3
3100,480,480,Submission (rear-naked choke),2
1833,841,1833,TKO (punches),1
42,1579,1579,Submission (guillotine choke),1
2181,2469,2469,"Decision (unanimous) (29–28, 30–27, 30–27)",3
525,3484,525,Submission (rear-naked choke),2
948,266,948,TKO (corner stoppage),2
2347,1751,2347,Submission (guillotine choke),3
424,1898,424,TKO (punches),1
1226,2123,2123,Submission (rear-naked choke),1
3475,1666,1666,"Decision (unanimous) (30–27, 29–28, 29–28)",3
3323,1902,3323,"Decision (unanimous) (30–27, 30–27, 29–28)",3
2161,985,2161,"Decision (unanimous) (30–27, 29–28, 29–28)",3
2646,1932,2646,"Decision (unanimous) (30–26, 30–25, 30–25)",3
235,3610,235,"Draw (majority) (29–28, 28–28, 28–28)",3
413,2168,2168,"Decision (unanimous) (29–28, 29–28, 29–28)",3
1909,1254,1909,"Decision (unanimous) (29–28, 29–28, 29–28)",3
2730,17,17,"Decision (unanimous) (48–47, 48–47, 49–46)",5
3678,1463,3678,"Decision (split) (48–47, 47–48, 48–47)",5
1633,688,688,KO (punch),2
1784,1885,1885,"Decision (unanimous) (30–27, 30–27, 30–27)",3
1184,2349,2349,"Decision (split) (28–29, 29–28, 29–28)",3
1386,1878,1878,"Decision (unanimous) (29–28, 29–28, 29–28)",3
2041,3575,2041,Submission (rear-naked choke),3
870,541,541,"Decision (split) (29–28, 28–29, 29–28)",3
948,267,948,TKO (punches),2
124,666,124,TKO (head kicks and punches),1
110,815,110,KO (punch),1
700,2091,700,Submission (rear-naked choke),2
2983,2508,2508,"Decision (unanimous) (30–27, 30–27, 30–27)",3
67,367,67,TKO (elbows and punches),1
2457,1060,2457,"Decision (unanimous) (30–27, 30–27, 30–27)",3
481,648,481,TKO (punches),1
2251,356,356,"Decision (unanimous) (29–28, 29–28, 30–27)",3
929,1368,1368,"Decision (split) (47–48, 48–47, 48–47)",5
645,2345,645,Submission (kimura),1
1659,3621,3621,"Decision (unanimous) (30–26, 30–26, 30–26)",3
3072,2719,2719,TKO (punches),1
2659,2215,2659,"Decision (split) (29–28, 28–29, 29–28)",3
22,3340,3340,TKO (punches),1
651,3349,3349,TKO (punches),2
1980,2039,1980,"Decision (unanimous) (29–28, 29–28, 29–28)",3
2542,3060,3060,KO (punches),1
2238,1556,1556,"Decision (unanimous) (30–27, 30–27, 30–27)",3
1332,1823,1332,"Decision (unanimous) (30–27, 29–28, 29–28)",3
445,770,445,KO (punch),1
108,304,304,KO (punch),1
2815,2470,2815,DQ (illegal knee),3
2734,708,708,"Decision (unanimous) (30–27, 30–27, 30–27)",3
3517,3400,3517,DQ (illegal knee),1
338,337,338,"Decision (unanimous) (30–27, 30–27, 30–25)",3
2033,3397,3397,"Decision (unanimous) (30–27, 30–27, 30–27)",3
2032,2710,2710,Submission (guillotine choke),2
772,3587,772,TKO (punches),3
1360,2081,1360,"Decision (unanimous) (30–27, 29–28, 29–28)",3
566,3314,566,"Decision (unanimous) (30–27, 30–26, 30–26)",3
827,1587,827,"Decision (unanimous) (30–27, 30–25, 29–28)",3
3652,539,539,"Decision (unanimous) (30–26, 30–26, 30–26)",3
709,2401,2401,KO (punches),2
2640,1501,1501,"Decision (unanimous) (48-47, 48–47, 49–46)",5
522,2939,2939,TKO (elbows and punches),3
14,3202,3202,TKO (punches),1
258,1402,1402,"Decision (split) (28–29, 29–28, 29–28)",3
1716,1780,1780,"Decision (unanimous) (29–28, 29–28, 29–28)",3
1662,1092,1092,"Decision (split) (28–29, 29–28, 29–28)",3
2205,1753,2205,"Decision (split) (28–29, 29–28, 30–27)",3
3564,2167,3564,KO (punches),1
1481,244,244,TKO (flying knee and punches),2
2269,2520,2269,No Contest (overturned),1
908,1952,908,"Decision (split) (28–29, 29–28, 30–27)",3
3663,1808,3663,"Decision (unanimous) (30–27, 30–27, 30–27)",3
781,313,313,TKO (punches),2
540,780,540,"Decision (unanimous) (30–27, 29–28, 29–28)",3
2477,893,2477,Technical Submission (arm-triangle choke),1
1332,560,1332,TKO (elbows and punches),2
3150,1334,1334,"Decision (unanimous) (29–27, 29–27, 29–27)",3
1781,3314,1781,"Decision (unanimous) (30–27, 30–27, 30–27)",3
66,1767,66,"Decision (unanimous) (29–28, 29–28, 30–27)",3
1625,2565,1625,"Decision (unanimous) (30–27, 30–27, 30–27)",3
578,1447,1447,"Decision (unanimous) (30–26, 30–26, 30–25)",3
2029,1706,2029,"Decision (unanimous) (30–27, 30–26, 30–25)",3
1171,1480,1480,Submission (rear-naked choke),3
1703,426,426,KO (knee),1
2019,524,2019,TKO (head kick and punches),1
2464,1354,1354,"Decision (unanimous) (29–28, 30–27, 30–27)",3
1180,2344,2344,Submission (armbar),2
1579,2375,1579,Submission (guillotine choke),1
941,2497,941,Submission (rear-naked choke),2
212,2120,2120,"Decision (unanimous) (30–27, 30–27, 30–26)",3
3657,954,3657,"Decision (unanimous) (29–28, 29–28, 29–28)",3
160,859,160,"Decision (unanimous) (29–28, 30–27, 30–27)",3
769,1249,769,KO (punches),1
1742,462,462,"Decision (unanimous) (29–28, 30–27, 30–27)",3
49,1992,1992,"Decision (split) (28–29, 29–28, 29–28)",3
1531,839,1531,TKO (punches),1
2332,2597,2332,"Decision (split) (29–28, 28–29, 29–28)",3
546,1520,1520,TKO (punches),2
343,1051,1051,"Decision (unanimous) (30–26, 30–26, 30–26)",3
2153,1858,2153,"Decision (unanimous) (30–27, 30–26, 29–28)",3
2891,2413,2413,KO (punches),1
2314,216,216,"Decision (unanimous) (30–27, 29–28, 29–28)",3
1764,1166,1764,Technical Submission (rear-naked choke),1
3371,628,3371,TKO (punches),5
3459,1351,3459,"Decision (unanimous) (48–47, 48–47, 50–45)",5
2308,717,2308,"Decision (unanimous) (49–44, 49–46, 49–45)",5
2145,48,2145,"Decision (split) (29–28, 28–29, 29–28)",3
912,3622,3622,KO (head kick),3
2484,2256,2256,TKO (head kick and punches),1
3439,45,45,KO (punches),1
29,1289,29,"Decision (unanimous) (29–28, 29–28, 29–28)",3
387,2872,387,KO (elbows and punches),2
1369,3262,1369,TKO (elbows and punches),1
2161,1556,2161,"Decision (unanimous) (29–28, 30–27, 29–28)",3
139,910,910,"Decision (unanimous) (29–28, 29–28, 29–28)",3
3070,2515,3070,KO (punch),1
3082,304,304,"Decision (split) (48–47, 47–48, 48–47)",5
633,2763,2763,"Draw (split) (29–28, 28–29, 28–28)",3
1137,2347,2347,KO (punches),1
153,2191,2191,"Decision (unanimous) (30–27, 30–27, 30–27)",3
3347,2478,3347,"Decision (unanimous) (30–27, 30–27, 30–27)",3
1662,2144,1662,KO (punches),3
3323,1177,3323,"Decision (unanimous) (30–27, 29–28, 29–28)",3
390,93,390,Submission (triangle choke),2
2994,210,2994,"Decision (unanimous) (30–27, 30–27, 30–26)",3
611,2051,611,"Decision (unanimous) (30–27, 30–27, 29–28)",3
2384,2762,2762,KO (punch),5
2709,449,2709,"Draw (majority) (29–28, 28–28, 28–28)",3
3163,2752,2752,TKO (punches),2
3061,3111,3111,"Draw (majority) (29–27, 28–28, 28–28)",3
2999,981,981,"Decision (unanimous) (29–28, 29–28, 30–27)",3
2032,91,2032,Submission (guillotine choke),1
1603,2578,2578,Submission (triangle choke),2
2876,2107,2107,Submission (Twister),1
3573,3056,3056,"Decision (unanimous) (30–26, 30–26, 30–27)",3
1947,1452,1452,Submission (rear-naked choke),2
2197,3032,2197,KO (punch),3
1567,1892,1892,"Decision (unanimous) (29–28, 29–28, 29–28)",3
3461,1255,3461,"Decision (unanimous) (30–27, 30–27, 30–27)",3
1407,2689,2689,KO (punch),2
1401,1305,1305,"Decision (unanimous) (30–27, 30–27, 29–28)",3
1946,866,1946,"Decision (unanimous) (30–27, 29–28, 29–28)",3
1049,11,1049,"Decision (split) (28–29, 29–28, 29–28)",3
124,1850,124,KO (front kick and punch),3
1593,1594,1593,"Decision (unanimous) (30–27, 29–28, 29–28)",3
2685,1650,2685,Submission (rear-naked choke),3
2315,3668,3668,Submission (triangle choke),1
2690,3612,2690,"Decision (unanimous) (29–28, 29–28, 29–28)",3
567,1599,1599,"Decision (unanimous) (30–27, 30–27, 30–27)",3
1168,2538,1168,"Decision (split) (29–28, 28–29, 29–28)",3
1971,753,1971,TKO (doctor stoppage),3
1069,3286,3286,"Decision (split) (27–30, 29–28, 30–27)",3
1852,3279,3279,"Decision (unanimous) (30–26, 30–26, 29–27)",3
1433,1780,1780,"Decision (split) (30–27, 28–29, 29–28)",3
1094,1751,1751,KO (head kick),1
108,3475,108,TKO (punches),1
419,103,419,TKO (punches),3
3237,2926,2926,KO (head kick),1
2762,145,2762,KO (punch),1
522,1899,522,"Decision (unanimous) (29–28, 29–28, 29–28)",3
1133,2635,1133,TKO (punches),3
140,699,699,"Decision (split) (29–28, 28–29, 29–28)",3
164,1898,1898,Technical Submission (rear-naked choke),3
1488,2615,2615,"Decision (majority) (29–28, 29–28, 28–28)",3
451,688,688,Submission (rear-naked choke),1
1051,1988,1051,Submission (heel hook),3
3119,2804,2804,"Decision (unanimous) (30–26, 30–26, 29–28)",3
3637,1932,1932,"Decision (split) (29–28, 28–29, 29–28)",3
3537,967,967,"Decision (unanimous) (29–28, 30–27, 30–27)",3
907,235,907,"Decision (unanimous) (29–28, 29–28, 30–27)",3
2443,1180,2443,TKO (punches),1
1823,40,1823,"Decision (split) (30–27, 28–29, 30–27)",3
1392,2485,2485,"Decision (unanimous) (30–27, 30–27, 30–27)",3
3509,1463,1463,"Decision (unanimous) (50–45, 50–45, 49–46)",5
3187,1163,3187,"Decision (unanimous) (30–27, 30–27, 30–27)",3
2557,3435,2557,KO (upkick),1
736,2646,2646,"Decision (unanimous) (30–27, 30–27, 30–27)",3
1012,2457,1012,"Decision (split) (28–29, 29–28, 29–28)",3
2041,107,107,"Decision (split) (28–29, 29–28, 29–28)",3
3091,566,3091,Submission (guillotine choke),2
1089,1557,1557,KO (punch),3
1184,2167,2167,"Decision (unanimous) (29–28, 29–27, 29–27)",3
948,859,948,Submission (guillotine choke),1
908,3421,3421,TKO (elbows and punches),3
192,46,192,TKO (leg kicks and elbows),2
2821,3430,3430,"Decision (unanimous) (30–27, 30–27, 30–27)",3
49,2183,49,"Decision (unanimous) (30–27, 29–28, 29–28)",3
2640,3524,2640,KO (punches),1
3129,2707,2707,"Decision (unanimous) (29–28, 29–28, 29–28)",3
1255,3072,1255,No Contest (overturned),3
2447,1719,1719,TKO (punches),1
2692,212,212,TKO (punches),1
3135,3575,3135,"Decision (split) (29–28, 28–29, 29–28)",3
283,2741,2741,Verbal Submission (armbar),1
259,1998,1998,"Decision (unanimous) (30–26, 30–26, 30–26)",3
3592,320,3592,"Decision (unanimous) (30–26, 30–27, 30–27)",3
617,2808,617,TKO (punches),1
356,2015,356,"Decision (unanimous) (29–28, 30–27, 30–27)",3
1349,67,67,Submission (rear-naked choke),2
3102,343,343,"Decision (unanimous) (30–27, 30–27, 30–27)",3
1307,468,468,TKO (punches),2
264,1878,1878,TKO (punches),1
2262,424,424,"Decision (unanimous) (29–28, 29–28, 29–28)",3
666,2754,666,TKO (elbows),1
2789,2345,2789,Submission (Von Flue choke),2
672,2349,672,"Decision (unanimous) (29–28, 29–28, 29–28)",3
101,2507,2507,KO (punches),1
742,2197,2197,"Decision (unanimous) (29–28, 29–28, 29–28)",3
196,2251,2251,"Decision (unanimous) (30–26, 30–25, 30–25)",3
541,697,541,"Decision (split) (29–28, 28–29, 29–28)",3
539,1706,1706,"Decision (unanimous) (29–27, 29–27, 29–28)",3
746,3397,746,"Decision (unanimous) (30–27, 30–27, 30–26)",3
2953,1311,2953,Submission (rear-naked choke),3
524,1033,1033,TKO (punches),1
3249,1666,3249,"Decision (split) (28–29, 29–28, 29–28)",3
1392,806,806,No Contest (accidental eye poke),1
2470,591,591,"Decision (unanimous) (29–28, 29–27, 29–27)",3
1231,480,1231,"Decision (split) (29–28, 28–29, 29–28)",3
562,645,562,Submission (peruvian necktie),1
3351,2792,2792,KO (punches),1
3038,1481,1481,"Decision (split) (28–29, 29–28, 29–28)",3
187,1566,187,"Decision (unanimous) (29–28, 30–27, 29–28)",3
1185,3017,3017,"Decision (unanimous) (29–28, 29–28, 29–28)",3
3046,1864,3046,TKO (punches),1
2555,1386,1386,"Decision (unanimous) (29–28, 29–28, 29–28)",3
2707,3129,2707,No Contest (accidental eye poke),1
891,1170,891,"Decision (majority) (28–28, 29–28, 29–28)",3
2161,160,160,"Draw (split) (28–28, 29–28, 27–30)",3
2051,45,45,"Decision (unanimous) (30–26, 30–26, 30–26)",3
365,2490,2490,KO (spinning backfist),2
1332,485,1332,TKO (doctor stoppage),3
